2,0x1e55126f43909959b1a003a45d22437da2355534,1349700000000000000000000000
3,0x52968cff3db09ed9adb258b1a0289bbd20a367ef,1188000000000000000000000000
4,0xfa6266101370235e09e58d294e48d287cc40e258,900000000000000000000000000
5,0x5c116840b785baa023d3ca3f0ad0718ef4e61829,701500000000000000000000000
6,0x7d3aec29c170b8f5b7b4c1a02e0ab90b6f774628,500000000000000000000000000
7,0xccd206c839d5afbf4071c28a8eb4363d9af55842,450000000000000000000000000
8,0xacd7cfdae981845c58687e6225225963dd905838,96000000000000000000000000
9,0xd3f6acdb341d160e0ea8807ab858c2eeb9653129,70000000000000000000000000
12,0x46575a4a0c4eb444f5238d7b0cac414a5ddec529,1952422143100000000000000
14,0x3bb18c445a1ec2c15b50b1e6d6da3889d1096bdb,807276119615130000000000
15,0x84dc887b7305e129fb01cfbb5c528e4fcf5fe86f,794805480093780000000000
16,0xd6580238a6e282059147a0ff940d3d2c2ffc83d0,600182900261260000000000
17,0x8e7ca64946c7205c4d57a05fb259124aea1376c5,450000000000000000000000
18,0x981f9a116d5ba0e84780f0f629afe2424d76f116,400000000000000000000000
19,0x297c57f778d7ddbe50e1226c43072fbb39607d9b,350000000000000000000000
20,0xcfa8243783dfceb7bb7e663cce518ad643f3272c,350000000000000000000000
21,0x4a8be12cb8296ba6ab3271f4904010f7da491bf5,300000000000000000000000
22,0xe32a26021fc7174181251cad6c4309c6aae8ffca,270000000000000000000000
23,0x1c32e6a0e96b09862b902e93d06372349e249940,250000000000000000000000
24,0x569dfa98d586da9b171f70f374f3894fb2cb2c94,230671287128720000000000
25,0xc260be6e287b441b8ff48f7e789733a293b78203,201381551098550000000000
26,0xba210ca550b4f6c5d1d80a08bc6968a95636c3da,200000000000000000000000
28,0xf23099adaa6f8c94283f5a7216adcf4720643b7a,170000000000000000000000
29,0x23939ddb626d4c17c07ebbbaea67ac5096436b49,150000000000000000000000
30,0x077e9eb9bf06835d98ec74dc7858aaa62bbfbaf0,130000000000000000000000
31,0x1d77c9e07dd79452238eb1e7c329b79fb34f2c01,100448095390400000000000
33,0x921f4a6eb7e2d7ae38b0edc7a9034161c6e6d702,100000000000000000000000
34,0x4a15ded915264b7c6ae2ac7c29d4b91d195b4f49,84126816800000000000000
35,0x994403822709c43819d43d2143842ab201c33e94,66200325520000000000000
36,0x1d51e5dda5e1f5682c60e3ffff03a58445e25a88,62112593100000000000000
37,0x32e0db78972d45e5567ec701db8581caf47aa598,50000000000000000000000
38,0x7b2fd67ffb9c69c45168d6bb0e5852fa13b57dec,35131878002160000000000
39,0xade116e3a9a9615cc9654adcc1d8e54f7f02bb01,32422190000000000000000
40,0xfc75be244fd9a80da82aae059c2079957da368ab,28252006839000000000000
41,0x109fddfc7f4aa8539737ccb879ec9229270077de,25000000000000000000000
42,0xc77e392b424e3d72c0c0bbcf7aa8976b95c6b428,24086000000000000000000
43,0x9d42d57de53f524fcdcc623fa8ce476e0d4988cc,24000000000000000000000
44,0x59466a7d520dd9c5c350b759e099c1a0e0a963de,23500000000000000000000
45,0x8a2d401eb61f631e739dda43bd0c3bd25655d33a,22500000000000000000000
46,0xf23bc93f99769ce54bc211c915a71c2c31d10370,22500000000000000000000
47,0xc588d29c33a2de7cfb45664b0d12fbf94acc1441,22190996431170000000000
48,0x9c93bb28f0b7a77aec8fdf6808101d73d97c50e1,20000000000000000000000
49,0xeb71202c046e42c11728443cc1c711295825a387,20000000000000000000000
50,0xde1b0b78adcdfa44406221a2afa758a43f74d067,19500000000000000000000
51,0x72b2111075c2244d2abac58767a1636134cc2765,19000000000000000000000
52,0xddcf5b62ed96d84829d7ea108066ac1e78c39c1a,18500000000000000000000
53,0xade4db273e790cb5827a10acbb26984afa8cbd69,18000000000000000000000
54,0x8d65434c8fbed79ad9debf30b663259f7824c4d8,17500000000000000000000
55,0x497058408aa3ec5e6e842c022f46156081a9dde2,17000000000000000000000
56,0x33fc93ffbe0918cfef3b9b2acb3700a1bc594916,16500000000000000000000
57,0x10f42a4a00b387356cbf715e2420c623c5c28f5e,16000000000000000000000
58,0x8a57a5fa705d5c23ef708c57f68f5e1ef0a8ba34,15500000000000000000000
59,0xff8bd5816a16f0a724377a1024ebc5733c07f5d6,15000000000000000000000
60,0xd60bda879102e4fe5ab6207024f4b64415243086,15000000000000000000000
61,0x47ea812fb75801397267910e6f2f13cfd810d275,14900000000000000000000
62,0xa0da0d03ee2c13274db142fdfb8ec0bd7d0178e2,14500000000000000000000
63,0x3852a00f44252a259559390d3767a01c0ed42794,14100000000000000000000
64,0x9db78f0dc43f1e31282c34d623ae7bac65481c3e,14000000000000000000000
65,0x52feeab3cae3841186a10ba56ab120edf8abc700,14000000000000000000000
66,0x826011e030e4ab19f8932a4055a950ab676b4dba,13700000000000000000000
67,0xac29810807474b6a27e6721e10fd781638e1e92d,13500000000000000000000
68,0xe425c1c2a21c023c3ed4526f1a370630c81c7780,13500000000000000000000
69,0x90acb5cb2ef8b9bb3e320441b99ec7831d2766e9,13000000000000000000000
70,0xb0604ce9691db8c8fafbb6127235cc31c91db5dd,12800000000000000000000
71,0xc6ba4b84f475bc6c42bcaa802db867d59fd34b15,12500000000000000000000
72,0xc3ce2478744d0574cdb09b509d33ee24b07e9435,12500000000000000000000
73,0x80106c6e3001bbd2620e329fe9411d4de371bb2c,12006284270010000000000
74,0x6ab96a3f4ce546c7272394ae01ce2ce24909f9dc,12000000000000000000000
75,0xc38cb7a96a06c366680adf132ffa2de31da9af84,12000000000000000000000
76,0x05e64237d144050d3cdf16baf6c0b2be1ddf0cd1,12000000000000000000000
77,0x6bd06668293a6821c1855d57056b6cbaa6ea3c5d,11500000000000000000000
78,0x76a113b979442aee2dc85cfe0b8c3cf6199afa24,11000000000000000000000
79,0x73182b932d5827d1468cadb47e959a53096a7417,11000000000000000000000
80,0x5ab75e955c16b170f8c41df229b45e40aa946a92,10500000000000000000000
81,0x00a54e9feff46724683fb14db90dac2bacfe3332,10117081184000000000000
82,0xa25f885d30168a150cad78a59a3ffc1d62c8b41a,10000000000000000000000
83,0x39e8d9839a7b916e8c460c975632c056886b4d8c,10000000000000000000000
84,0x41936e60e6523c99aba0ca01f58cc7d47c0ab6db,10000000000000000000000
85,0x1efe6dd81c6ce0d1fc1eb22122d2e163530c9280,10000000000000000000000
86,0x35e667a6470f4f1cd0e5c3b674872288a7437fda,10000000000000000000000
87,0xff7f7e7c7f0b773b007034314a23e1d8cf9a3a20,10000000000000000000000
88,0x30772bdca9e634b43cf4dcb69f2e12aaed4f87e1,10000000000000000000000
89,0xe794ead966d4ecc12d7e567b55246de1acdbdc8e,10000000000000000000000
90,0x5d87c49baf5795bcc5d2865f7d7a18dbd55556f7,10000000000000000000000
91,0x7bb2e74e5639b472c48dd576132c23715d552b96,10000000000000000000000
92,0xe55b65bb739a23dc26592237a1aec450f47dd307,10000000000000000000000
93,0xd0a04a9b4e968803f76a8b81a2bbd1bef0bd4181,10000000000000000000000
94,0xc27987a132f46158e65e72b164f3c24341c661fd,10000000000000000000000
